song,artist,genre
Funeral,Lil Wayne,Rap/Hip Hop
Nice To Meet Ya,Meghan Trainor,Pop
Get Me,Justin Bieber,Pop
U Played,MoneyBagg Yo,Rap/Hip Hop
Camelot,NLE Choppa,Rap/Hip Hop
Panini,Lil Nas X,Alternative
Graveyard,Halsey,Alternative
Blue World,Mac Miller,Rap/Hip Hop
Those Kinda Nights,Eminem,Rap/Hip Hop
Darkness,Eminem,Rap/Hip Hop
First Man,Camila Cabello,Pop
What If I Told You That I Love You,Ali Gatie,Pop
Unaccommodating,Eminem,Rap/Hip Hop
You Gon' Learn,Eminem,Rap/Hip Hop
Circles,Mac Miller,Rap/Hip Hop
Black Swan,BTS,Asian Music
Leaving Heaven,Eminem,Rap/Hip Hop
Complicated,Mac Miller,Rap/Hip Hop
Hand Me Downs,Mac Miller,Rap/Hip Hop
Premonition,Eminem,Rap/Hip Hop
I Can See,Mac Miller,Rap/Hip Hop
In Too Deep,Eminem,Rap/Hip Hop
Woods,Mac Miller,Rap/Hip Hop
Everybody,Mac Miller,Rap/Hip Hop
Marsh,Eminem,Rap/Hip Hop
No Regrets,Eminem,Rap/Hip Hop
Lock It Up,Eminem,Rap/Hip Hop
Surf,Mac Miller,Rap/Hip Hop
Stepdad,Eminem,Rap/Hip Hop
Take What You Want,Post Malone,Rap/Hip Hop
That's On Me,Mac Miller,Rap/Hip Hop
On Chill,Wale,Rap/Hip Hop
Talk,Khalid,Rap/Hip Hop
What If I Never Get Over You,Lady Antebellum,
Lover,Taylor Swift,
Playing Games,Summer Walker,R&B
Heat,Chris Brown,R&B
Remember You Young,Thomas Rhett,Country
Tip Toe,Roddy Ricch,Rap/Hip Hop
Eleven,Khalid,R&B
All Dat,Moneybagg Yo,Rap/Hip Hop
Leave Em Alone,Layton Greene,Rap/Hip Hop
Conversations In The Dark,John Legend,Pop
Protect da Brand,Moneybagg Yo,Rap/Hip Hop
Look At Her Now.,Selena Gomez,Pop
Nice To Meet Ya,Niall Horan,Pop
Peta,Roddy Ricch,Rap/Hip Hop
223's,YNW Melly,Rap/Hip Hop
All I Want,Olivia Rodrigo,Films/Games
Beautiful People,Ed Sheeran,Pop
Old Town Road,Lil Nas,Alternative
Suge,DaBaby,Rap/Hip Hop
GANG GANG,JACKBOYS,Rap/Hip Hop
HAD ENOUGH,Don Toliver,Rap/Hip Hop
Enemies,Post Malone,Rap/Hip Hop
20/20,Lil Tjay,Rap/Hip Hop
WHAT TO DO?,JACKBOYS,Rap/Hip Hop
Ran$om,Lil Tecca,Rap/Hip Hop
Baby,Lil Baby,Rap/Hip Hop
GATTI,JACKBOYS,Rap/Hip Hop
Slow Dancing In The Dark,Joji,R&B
Death,Trippie Redd,Rap/Hip Hop
Yellow Hearts,Ant Saunders,Pop
Let Me Know,Juice WRLD,Rap/Hip Hop
Loco Contigo,DJ Snake,Dance
Candy,Doja Cat,R&B
China,Anuel AA,Reggaeton
Jingle Bells,Frank Sinatra,
Like It's Christmas,Jonas Brothers,
Baby It's Cold Outside,Dean Martin,Pop
Happy Xmas,John Legend,Pop
Hate Me,Ellie Goulding,Pop
Baby Sitter,DaBaby,Rap/Hip Hop
Lucid Dreams,Juice WRLD,Rap/Hip Hop
Falling,Harry Styles,Pop
Lights Up,Harry Styles,Pop
Dirty Iyanna,YoungBoy Never Broke Again,Rap/Hip Hop
Famous Hoes,NLE Choppa,Rap/Hip Hop
Cherry,Harry Styles,Pop
Prayed For You,Matt Stell,Country
She,Harry Styles,Pop
6 Kiss,Trippie Redd,Rap/Hip Hop
Legends,Juice WRLD,Rap/Hip Hop
Robbery,Juice WRLD,Rap/Hip Hop
Christmas Tree Farm,Taylor Swift,
Bad Vibes Forever,XXXTENTACION,Pop
Empty,Juice WRLD,Rap/Hip Hop
Show Yourself,Idina Menzel,Films/Games
We Were,Keith Urban,Country
Lord Above,Fat Joe,Rap/Hip Hop
Big Stepper,Roddy Ricch,Rap/Hip Hop
Cuban Links,Rod Wave,Rap/Hip Hop
How Do You Sleep?,Sam Smith,Pop
Time,NF,Rap/Hip Hop
All The Good Girls Go To Hell,Billie Eilish,Alternative
Who Needs Love,Trippie Redd,Rap/Hip Hop
Follow God,Kanye West,Rap/Hip Hop
F.N,Lil Tjay,Rap/Hip Hop
Into The Unknown,Panic! At The Disco,Films/Games
La Cancion,J Balvin,Rap/Hip Hop
Goodbyes,Post Malone,Rap/Hip Hop
One Thing Right,Marshmello,Pop
Love Me More,Trippie Redd,Rap/Hip Hop
Lalala,Y2K,Dance
Hate Me,Trippie Redd,Rap/Hip Hop
Reply,A Boogie Wit da Hoodie,Rap/Hip Hop
Tip Of My Tongue,Kenny Chesney,Country
Good Vibes,Chris Janson,Country
Hot Girl Summer,Megan Thee Stallion,Rap/Hip Hop
Lonely Child,YoungBoy Never Broke Again,Rap/Hip Hop
Money In The Grave,Drake,Rap/Hip Hop
Dancing With A Stranger,Sam Smith,Pop
The Take,Tory Lanez,R&B
Liar,Camila Cabello,Dance
Every Little Thing,Russell Dickerson,Country
I Don't Know About You,Chris Lane,Country
Stuck In A Dream,Lil Mosey,Rap/Hip Hop
Beauty In The Benz,Tory Lanez,R&B
Up All Night,Khalid,R&B
Self Control,YoungBoy Never Broke Again,Rap/Hip Hop
Hot Shower,Chance The Rapper,Rap/Hip Hop
Hell Right,Blake Shelton,Country
My Type,Saweetie,Rap/Hip Hop
It All Comes Out In The Wash,Miranda Lambert,Country
Hot Now,YoungBoy Never Broke Again,Rap/Hip Hop
Show Me Love,Alicia Keys,R&B
Valentino,24kGoldn,Rap/Hip Hop
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,Country
Living,Dierks Bentley,Country
Somebody,Internet Money,Rap/Hip Hop
Immortal,21 Savage,Alternative
You Need To Calm Down,Taylor Swift,
Cash Shit,Megan Thee Stallion,Rap/Hip Hop
Closed On Sunday,Kanye West,Rap/Hip Hop
In My Room,Frank Ocean,Pop
Love You Too Late,Cole Swindell,Country
For My Daughter,Kane Brown,Country
Selah,Kanye West,Rap/Hip Hop
On God,Kanye West,Rap/Hip Hop
Higher Love,Kygo,Electro
Big Boy Diamonds,Gucci Mane,Rap/Hip Hop
Everything We Need,Kanye West,Rap/Hip Hop
God Is,Kanye West,Rap/Hip Hop
Use This Gospel,Kanye West,Rap/Hip Hop
Every Hour,Kanye West,Rap/Hip Hop
Water,Kanye West,Rap/Hip Hop
Hands On,Kanye West,Rap/Hip Hop
Jesus Is Lord,Kanye West,Rap/Hip Hop
INTRO,DaBaby,Rap/Hip Hop
Don't Call Me Angel,Ariana Grande,Films/Games
Sunflower,Post Malone,Films/Games
Wow.,Post Malone,Rap/Hip Hop
The Git Up,Blanco Brown,Country
Motivation,Normani,Pop
Make It Right,BTS,Asian Music
Rich As Hell,YoungBoy Never Broke Again,Rap/Hip Hop
Otro Trago,Sech,Rap/Hip Hop
In Control,YoungBoy Never Broke Again,Rap/Hip Hop
Callaita,Bad Bunny,Reggaeton
Carter Son,YoungBoy Never Broke Again,Rap/Hip Hop
I'll Kill You,Summer Walker,R&B
DHL,Frank Ocean,Pop
Boyfriend,Ariana Grande,Pop
Wish Wish,DJ Khaled,Rap/Hip Hop
Time I'm On,YoungBoy Never Broke Again,Rap/Hip Hop
Saint-Tropez,Post Malone,Rap/Hip Hop
Writing On The Wall,French Montana,Rap/Hip Hop
Hollywood's Bleeding,Post Malone,Rap/Hip Hop
Bad Bad Bad,Young Thug,Rap/Hip Hop
If I Can't Have You,Shawn Mendes,Pop
The London,Young Thug,Rap/Hip Hop
Stretch You Out,Summer Walker,R&B
Body,Summer Walker,R&B
Drunk Dialing...LODT,Summer Walker,R&B
Over It,Summer Walker,R&B
Southbound,Carrie Underwood,Country
RAW SHIT,DaBaby,Rap/Hip Hop
Potential,Summer Walker,R&B
Right Back,Khalid,R&B
Die For Me,Post Malone,Rap/Hip Hop
POP STAR,DaBaby,Rap/Hip Hop
No Me Conoce,Jhay Cortez,
Without Me,Halsey,Alternative
iPHONE,DaBaby,Rap/Hip Hop
OFF THE RIP,DaBaby,Rap/Hip Hop
GOSPEL,DaBaby,Rap/Hip Hop
REALLY,DaBaby,Rap/Hip Hop
XXL,DaBaby,Rap/Hip Hop
PROLLY HEARD,DaBaby,Rap/Hip Hop
Chicken Noodle Soup,j-hope,Asian Music
By My Lonely,Kevin Gates,Rap/Hip Hop
On The Road,Post Malone,Rap/Hip Hop
There He Go,DaBaby,Rap/Hip Hop
The Ones That Didn't Make It Back Home,Justin Moore,Country
Adicto,Tainy,Latin Music
Did It Again,Lil Tecca,Rap/Hip Hop
Pop Out,Polo G,Rap/Hip Hop
Beer Never Broke My Heart,Luke Combs,Country
Speechless,Dan + Shay,Country
Knockin' Boots,Luke Bryan,Country
Behind Barz,Drake,Films/Games
A Thousand Bad Times,Post Malone,Rap/Hip Hop
It's You,Ali Gatie,R&B
Slide Away,Miley Cyrus,Alternative
Shameless,Camila Cabello,Pop
Queen Of Mean,Sarah Jeffery,Films/Games
Rearview Town,Jason Aldean,Country
Staring At The Sun,Post Malone,Rap/Hip Hop
I'm Gonna Be,Post Malone,Rap/Hip Hop
Mood Swings,A Boogie Wit da Hoodie,Rap/Hip Hop
All To Myself,Dan + Shay,Country
Allergic,Post Malone,Rap/Hip Hop
Press,Cardi B,Rap/Hip Hop
"1, 2 Many",Luke Combs,Country
"Hey Look Ma, I Made It",Panic! At The Disco,Alternative
Myself,Post Malone,Rap/Hip Hop
I Know,Post Malone,Country
Internet,Post Malone,Rap/Hip Hop
Buy My Own Drinks,Runaway June,Country
Easier,5 Seconds Of Summer,Pop
Baguettes In The Face,Mustard,Rap/Hip Hop
Go Loko,YG,Rap/Hip Hop
Doin' Time,Lana Del Rey,Alternative
7 Rings,Ariana Grande,Pop
Whiskey Glasses,Morgan Wallen,Country
God's Country,Blake Shelton,Country
Shotta Flow,NLE Choppa,Rap/Hip Hop
ME!,Taylor Swift,
Babushka Boi,A$AP Rocky,Rap/Hip Hop
Cruel Summer,Taylor Swift,
I Forgot That You Existed,Taylor Swift,
Call You Mine,The Chainsmokers,Dance
Out Of Luck,Lil Tecca,Rap/Hip Hop
Shots,Lil Tecca,Rap/Hip Hop
Juice,Lizzo,Pop
Bezerk,Big Sean,Rap/Hip Hop
God Only Knows,for KING,Christian
Love Me,Lil Tecca,Rap/Hip Hop
Soltera,Lunay,
The Archer,Taylor Swift,
Paper Rings,Taylor Swift,
Miss Americana & The Heartbreak Prince,Taylor Swift,Pop
I Think He Knows,Taylor Swift,
Cornelia Street,Taylor Swift,
London Boy,Taylor Swift,
Soon You'll Get Better,Taylor Swift,
Death By A Thousand Cuts,Taylor Swift,
Afterglow,Taylor Swift,
False God,Taylor Swift,
Daylight,Taylor Swift,
Raised On Country,Chris Young,Country
It's Nice To Have A Friend,Taylor Swift,
Never Really Over,Katy Perry,Pop
EARFQUAKE,Tyler,Rap/Hip Hop
Clout,Offset,Rap/Hip Hop
What's The Move,Young Thug,Rap/Hip Hop
Just How It Is,Young Thug,Rap/Hip Hop
Surf,Young Thug,Rap/Hip Hop
Sup Mate,Young Thug,Rap/Hip Hop
Won't Be Late,Swae Lee,Rap/Hip Hop
Light It Up,Young Thug,Rap/Hip Hop
Lil Baby,Young Thug,Rap/Hip Hop
Mac 10,Trippie Redd,Rap/Hip Hop
Some Of It,Eric Church,Country
Ecstasy,Young Thug,Rap/Hip Hop
Uno,Ambjaay,Rap/Hip Hop
Daddy,Blueface,Rap/Hip Hop
Takeaway,The Chainsmokers,Dance
Happier,Marshmello,Electro
Sweet But Psycho,Ava Max,Pop
Better,Khalid,R&B
Going Bad,Meek Mill,Rap/Hip Hop
Talk You Out Of It,Florida Georgia Line,Country
Gold Roses,Rick Ross,Rap/Hip Hop
Just Us,DJ Khaled,Rap/Hip Hop
Small Talk,Katy Perry,Pop
Night Falls,Dove Cameron,Films/Games
Snake Skin,Trippie Redd,Rap/Hip Hop
24/7,Meek Mill,Rap/Hip Hop
Love Ain't,Eli Young Band,Country
Sanguine Paradise,Lil Uzi Vert,Rap/Hip Hop
Tap,NAV,Rap/Hip Hop
La La Land,Bryce Vine,Rap/Hip Hop
Que Pretendes,J Balvin,Rap/Hip Hop
Single Again,Big Sean,Rap/Hip Hop
Worth It,YK Osiris,R&B
Shallow,Lady Gaga,Films/Games
Trust Issues,Drake,Rap/Hip Hop
How About Now,Drake,
The Motion,Drake,Rap/Hip Hop
Dreams Money Can Buy,Drake,Rap/Hip Hop
Club Paradise,Drake,Rap/Hip Hop
Antisocial,Ed Sheeran,Pop
Fear Inoculum,Tool,Rock
Days In The East,Drake,Rap/Hip Hop
Before I Let Go,Beyonce,Pop
High Hopes,Panic! At The Disco,Alternative
Sicko Mode,Travis Scott,Rap/Hip Hop
Cross Me,Ed Sheeran,Pop
Leave Me Alone,NF,Rap/Hip Hop
The Search,NF,Rap/Hip Hop
MEGATRON,Nicki Minaj,Rap/Hip Hop
All Day Long,Chance The Rapper,Rap/Hip Hop
Do You Remember,Chance The Rapper,Rap/Hip Hop
Calma,Pedro Capo,Rap/Hip Hop
Cool,Jonas Brothers,Pop
Nightmare,Halsey,Alternative
Rumor,Lee Brice,Country
Act Up,City Girls,Rap/Hip Hop
GIRL,Maren Morris,Country
Con Calma,Daddy Yankee,Rap/Hip Hop
Middle Child,J. Cole,Rap/Hip Hop
Brown Skin Girl,Beyonce,Rap/Hip Hop
Under The Sun,Dreamville,Rap/Hip Hop
Mood 4 Eva,Beyonce,Rap/Hip Hop
Pure Water,Mustard,Rap/Hip Hop
Remember The Name,Ed Sheeran,Pop
Walk Me Home,P!nk,Dance
Look What God Gave Her,Thomas Rhett,Country
BLOW,Ed Sheeran,Pop
Like A Rodeo,Kane Brown,Country
Spirit,Beyonce,Rap/Hip Hop
Best Part Of Me,Ed Sheeran,Pop
Wake Up,Travis Scott,Rap/Hip Hop
Eastside,benny blanco,Pop
Look Back At It,A Boogie Wit da Hoodie,Rap/Hip Hop
Down Bad,Dreamville,Rap/Hip Hop
Good As You,Kane Brown,Country
Costa Rica,Dreamville,Rap/Hip Hop
Out The Mud,Lil Baby,Rap/Hip Hop
Girls Need Love,Summer Walker,R&B
Mother's Daughter,Miley Cyrus,Alternative
Ocean Eyes,Billie Eilish,Alternative
Don't Check On Me,Chris Brown,R&B
Homicide,Logic,Rap/Hip Hop
Please Me,Cardi B,Rap/Hip Hop
When I Grow Up,NF,Rap/Hip Hop
Eyes On You,Chase Rice,Country
Bacc At It Again,Yella Beezy,Rap/Hip Hop
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,Pop
Here With Me,Marshmello,Electro
Love Someone,Brett Eldredge,Country
Big Ole Freak,Megan Thee Stallion,Rap/Hip Hop
You Stay,DJ Khaled,Rap/Hip Hop
Baila Baila Baila,Ozuna,Reggaeton
Omerta,Drake,Rap/Hip Hop
Summer Days,Martin Garrix,Electro
When The Party's Over,Billie Eilish,Alternative
Envy Me,Calboy,Rap/Hip Hop
Miss Me More,Kelsea Ballerini,Country
Sanctuary,Joji,Alternative
Rescue Me,Marshmello,Electro
Te Robare,Nicky Jam,Rap/Hip Hop
Racks In The Middle,Nipsey Hussle,Rap/Hip Hop
Beautiful Crazy,Luke Combs,Country
Close Friends,Lil Baby,Rap/Hip Hop
Bury A Friend,Billie Eilish,Alternative
Put A Date On It,Yo Gotti,Rap/Hip Hop
Heaven,Avicii,Dance
Please Tell Me,Future,R&B
On My Way To You,Cody Johnson,Country
Amor Genuino,Ozuna,Reggaeton
XanaX Damage,Future,R&B
Government Official,Future,R&B
Murder On My Mind,YNW Melly,Rap/Hip Hop
Isis,Joyner Lucas,Rap/Hip Hop
Boy With Luv,BTS,Asian Music
Shut Up About Politics,John Rich,Country
Under Enemy Arms,Trippie Redd,Rap/Hip Hop
Night Shift,Jon Pardi,
A Lot,21 Savage,Rap/Hip Hop
Thotiana,Blueface,Rap/Hip Hop
Higher,DJ Khaled,Films/Games
Who Do You Love,The Chainsmokers,Dance
Don't Call Me Up,Mabel,Pop
Earth,Lil Dicky,Rap/Hip Hop
HP,Maluma,Rap/Hip Hop
Mixed Personalities,YNW Melly,Rap/Hip Hop
Paradise,Bazzi,Pop
Girls Like You,Maroon 5,Pop
I Think,Tyler,Rap/Hip Hop
Celebrate,DJ Khaled,Rap/Hip Hop
Jealous,DJ Khaled,Rap/Hip Hop
Running Out Of Time,Tyler,Rap/Hip Hop
Igor's Theme,Tyler,Rap/Hip Hop
New Magic Wand,Tyler,Rap/Hip Hop
A Boy Is A Gun,Tyler,Rap/Hip Hop
What's Good,Tyler,Rap/Hip Hop
Puppet,Tyler,Rap/Hip Hop
Weather The Storm,DJ Khaled,Rap/Hip Hop
Here Tonight,Brett Young,Country
Be Alright,Dean Lewis,Singer & Songwriter
Drip Too Hard,Lil Baby,Rap/Hip Hop
"Thank U, Next",Ariana Grande,Pop
Baby Shark,Pinkfong,Kids
Make It Sweet,Old Dominion,Country
Shot Clock,Ella Mai,R&B
I'm So Tired...,Lauv,Pop
You Should See Me In A Crown,Billie Eilish,Alternative
SOS,Avicii,Dance
Wish You Were Gay,Billie Eilish,Alternative
That's A Rack,Lil Uzi Vert,Rap/Hip Hop
Rule The World,2 Chainz,Rap/Hip Hop
Die Young,Roddy Ricch,Rap/Hip Hop
Close To Me,Ellie Goulding,Pop
You Say,Lauren Daigle,Christian
Swervin,A Boogie Wit da Hoodie,Rap/Hip Hop
Power Is Power,SZA,Pop
Middle Child,PnB Rock,Rap/Hip Hop
I've Been Waiting,Lil Peep,Alternative
Secreto,Anuel AA,Rap/Hip Hop
Faucet Failure,Ski Mask The Slump God,Rap/Hip Hop
Youngblood,5 Seconds Of Summer,Pop
Floating,ScHoolboy Q,Rap/Hip Hop
CHopstix,ScHoolboy Q + Travis Scott,Rap/Hip Hop
Light It Up,Marshmello,Rap/Hip Hop
Numb Numb Juice,ScHoolboy Q,Rap/Hip Hop
Love Me Anyway,P!nk,Pop
Stop Snitching,YG,
Kill This Love,BLACKPINK,Asian Music
Better Now,Post Malone,Rap/Hip Hop
Bad Liar,Imagine Dragons,Alternative
Slide,French Montana,Rap/Hip Hop
Saturday Nights,Khalid,R&B
Pure Cocaine,Lil Baby,Rap/Hip Hop
This Is It,Scotty McCreery,Country
My Strange Addiction,Billie Eilish,Alternative
Let Me Down Slowly,Alec Benjamin + Alessia Cara,Pop
Xanny,Billie Eilish,Alternative
One That Got Away,Michael Ray,Country
MIA,Bad Bunny,Reggaeton
Tequila,Dan + Shay,Country
Money,Cardi B,Rap/Hip Hop
Blue On Black,Five Finger Death Punch,Rock
Double Up,Nipsey Hussle,Rap/Hip Hop
Undrunk,FLETCHER,Pop
Last Time That I Checc'd,Nipsey Hussle,Rap/Hip Hop
There Was This Girl,Riley Green,Country
My Bad,Khalid,R&B
Outta My Head,Khalid,R&B
Monopoly,Ariana Grande,Pop
Don't Pretend,Khalid,R&B
Bad Luck,Khalid,R&B
Inmortal,Aventura,Pop
Dedication,Nipsey Hussle,Rap/Hip Hop
Victory Lap,Nipsey Hussle,Rap/Hip Hop
ZEZE,Kodak Black,Rap/Hip Hop
I Love You,Billie Eilish,Alternative
Ilomilo,Billie Eilish,Alternative
Listen Before I Go,Billie Eilish,Alternative
8,Billie Eilish,Alternative
Twerk,City Girls,Rap/Hip Hop
Lovely,Billie Eilish,Alternative
I Can't Get Enough,benny blanco,Pop
Millionaire,Chris Stapleton,Country
Girl Like You,Jason Aldean,Country
I Like It,Cardi B,Rap/Hip Hop
Taki Taki,DJ Snake,Dance
Down To The Honkytonk,Jake Owen,Country
Price On My Head,NAV,Rap/Hip Hop
Confessions Of A Dangerous Mind,Logic,Rap/Hip Hop
Take It From Me,Jordan Davis,Country
Splashin,Rich The Kid,Rap/Hip Hop
I,Lil Skies,Rap/Hip Hop
Hear Me Calling,Juice WRLD,Rap/Hip Hop
Undecided,Chris Brown,R&B
Calling My Spirit,Kodak Black,Rap/Hip Hop
Last Hurrah,Bebe Rexha,Pop
Love Wins,Carrie Underwood,Country
Sally Walker,Iggy Azalea,Rap/Hip Hop
Ella Quiere Beber,Anuel AA,Reggaeton
Fast,Juice WRLD,Rap/Hip Hop
Wake Up In The Sky,Gucci Mane,Rap/Hip Hop
Maze,Juice WRLD,Rap/Hip Hop
What Makes You Country,Luke Bryan,Country
Flaws And Sins,Juice WRLD,Rap/Hip Hop
Nights Like This,Kehlani,R&B
Always Remember Us This Way,Lady Gaga,Films/Games
Leave Me Alone,Flipp Dinero,Rap/Hip Hop
Mo Bamba,Sheck Wes,Rap/Hip Hop
Burn Out,Midland,Country
Red Room,Offset,Rap/Hip Hop
Whip,2 Chainz,Rap/Hip Hop
Armed And Dangerous,Juice WRLD,Rap/Hip Hop
Needy,Ariana Grande,Pop
Love Someone,Lukas Graham,Pop
Momma I Hit A Lick,2 Chainz,Rap/Hip Hop
Backin' It Up,Pardison Fontaine,Rap/Hip Hop
Legacy,Offset,Rap/Hip Hop
I'll Never Love Again,Lady Gaga,Films/Games
How Did I Get Here,Offset,Rap/Hip Hop
NASA,Ariana Grande,Pop
Outstanding,Gunna,Rap/Hip Hop
Be Like Me,Lil Pump,Rap/Hip Hop
3 Headed Snake,Gunna,Rap/Hip Hop
Wit It,Gunna,Rap/Hip Hop
This Feeling,The Chainsmokers,Dance
One Call,Gunna,Rap/Hip Hop
Nothing Breaks Like A Heart,Mark Ronson,Dance
Imagine,Ariana Grande,Pop
Lick,Offset,Rap/Hip Hop
Bad Idea,Ariana Grande,Pop
Speed It Up,Gunna,Rap/Hip Hop
Bloodline,Ariana Grande,Pop
I Guess I Just Feel Like,John Mayer,Pop
Same Yung N***a,Gunna,
Fake Smile,Ariana Grande,Pop
Lost In The Fire,Gesaffelstein,Electro
Ghostin,Ariana Grande,Pop
Sixteen,Thomas Rhett,Country
In My Head,Ariana Grande,Pop
Body,Loud Luxury,Dance
365,Zedd,Dance
Yosemite,Travis Scott,Rap/Hip Hop
Make Up,Ariana Grande,Pop
Good Girl,Dustin Lynch,Country
Arms Around You,XXXTENTACION,Rap/Hip Hop
Startender,A Boogie Wit da Hoodie,Rap/Hip Hop
Uproar,Lil Wayne,Rap/Hip Hop
Burning Man,Dierks Bentley,Country
You,Jacquees,R&B
Ruin My Life,Zara Larsson,Pop
Talk To Me,Tory Lanez,Rap/Hip Hop
Rainbow,Kacey Musgraves,Country
Alone,Marshmello,Dance
Breathin,Ariana Grande,Pop
Trip,Ella Mai,R&B
Love Lies,Khalid,Rap/Hip Hop
Beautiful,Bazzi,Pop
First Off,Future,Rap/Hip Hop
Roses,benny blanco,Pop
Keanu Reeves,Logic,Rap/Hip Hop
No Stylist,French Montana,Rap/Hip Hop
Crushed Up,Future,Rap/Hip Hop
Best Shot,Jimmie Allen,Country
Sauce!,XXXTENTACION,Rap/Hip Hop
BAD!,XXXTENTACION,Pop
Blue Tacoma,Russell Dickerson,Country
Natural,Imagine Dragons,Alternative
Jumpin On A Jet,Future,Rap/Hip Hop
Never Stop,Future,Rap/Hip Hop
Consequences,Camila Cabello,Pop
Temptation,Future,Rap/Hip Hop
Rocket Ship,Future,Rap/Hip Hop
F&N,Future,Rap/Hip Hop
Electricity,Silk City,Dance
Face My Fears,Hikaru Utada,Dance
Call The Coroner,Future,Rap/Hip Hop
She Got The Best Of Me,Luke Combs,Country
Fine China,Future,Rap/Hip Hop
Nuketown,Ski Mask The Slump God,Rap/Hip Hop
Space Cadet,Metro Boomin,Rap/Hip Hop
Butterfly Doors,Lil Pump,Rap/Hip Hop
Valuable Pain,YoungBoy Never Broke Again,Rap/Hip Hop
Can't Leave Without It,21 Savage,Rap/Hip Hop
Good Form,Nicki Minaj,Rap/Hip Hop
idontwannabeyouanymore,Billie Eilish,Alternative
Last Shot,Kip Moore,Country
Smile,Lil' Duval,Rap/Hip Hop
Lost In Japan,Shawn Mendes,Pop
Monster,21 Savage,Rap/Hip Hop
Demons And Angels,A Boogie Wit da Hoodie,Rap/Hip Hop
KIKA,6ix9ine,Rap/Hip Hop
Dip,Tyga,Rap/Hip Hop
Lucky You,Eminem,Rap/Hip Hop
Drunk Me,Mitchell Tenpenny,Country
Dangerous,Meek Mill,Rap/Hip Hop
Solo de Mi,Bad Bunny,Reggaeton
whoa,XXXTENTACION,Pop
All My Friends,21 Savage,Rap/Hip Hop
Happy Xmas,John,Rock
Cozy Little Christmas,Katy Perry,
The Christmas Song,Lauren Daigle,
Break Da Law,21 Savage,Rap/Hip Hop
1.5,21 Savage,Rap/Hip Hop
Out For The Night,21 Savage,Rap/Hip Hop
Gun Smoke,21 Savage,Rap/Hip Hop
ASMR,21 Savage,Rap/Hip Hop
MoshPit,Kodak Black,Rap/Hip Hop
Testimony,Kodak Black,Rap/Hip Hop
Gnarly,Kodak Black,Rap/Hip Hop
Uptown Vibes,Meek Mill,Rap/Hip Hop
MAMA,6ix9ine,Rap/Hip Hop
Broken,lovelytheband,Alternative
Taste,Tyga,Rap/Hip Hop
Guardian Angel,XXXTENTACION,Pop
God Is A Woman,Ariana Grande,Pop
I Don't Let Go,XXXTENTACION,Pop
What's Free,Meek Mill,Rap/Hip Hop
One Minute,XXXTENTACION,Pop
Train Food,XXXTENTACION,Pop
What Are You So Afraid Of,XXXTENTACION,Pop
Staring At The Sky,XXXTENTACION,Pop
Lie,NF,Rap/Hip Hop
WAKA,6ix9ine,Rap/Hip Hop
On Me,Meek Mill,Rap/Hip Hop
Difference,XXXTENTACION,Pop
TIC TOC,6ix9ine,Rap/Hip Hop
That's On Me,Yella Beezy,Rap/Hip Hop
FEFE,6ix9ine,Rap/Hip Hop
Respect The Game,Meek Mill,Rap/Hip Hop
Ring,Cardi B,Rap/Hip Hop
Trauma,Meek Mill,Rap/Hip Hop
Time,Lil Baby,Rap/Hip Hop
Ready,Lil Baby,Rap/Hip Hop
Championships,Meek Mill,Rap/Hip Hop
Tic Tac Toe,Meek Mill,Rap/Hip Hop
Almost Slipped,Meek Mill,Rap/Hip Hop
Splash Warning,Meek Mill,Rap/Hip Hop
Pay You Back,Meek Mill,Rap/Hip Hop
Foot Fungus,Ski Mask The Slump God,Rap/Hip Hop
Crush A Lot,Lil Baby,Rap/Hip Hop
Oodles O' Noodles Babies,Meek Mill,Rap/Hip Hop
STOOPID,6ix9ine,Rap/Hip Hop
Global,Lil Baby,Rap/Hip Hop
Word On The Street,Lil Baby,Rap/Hip Hop
In My Feelings,Drake,Rap/Hip Hop
Lose It,Kane Brown,Country
Yes Indeed,Lil Baby,Rap/Hip Hop
Nonstop,Drake,Rap/Hip Hop
Boo'd Up,Ella Mai,R&B
Topanga,Trippie Redd,Rap/Hip Hop
Come Out And Play,Billie Eilish,Alternative
10 Freaky Girls,Metro Boomin,Rap/Hip Hop
1400 / 999 Freestyle,Trippie Redd,Rap/Hip Hop
I'm A Mess,Bebe Rexha,Pop
Hangin' On,Chris Young,Country
Never Recover,Lil Baby,Rap/Hip Hop
BEBE,6ix9ine,Rap/Hip Hop
Rich,Maren Morris,Country
Best Part,Daniel Caesar,R&B
Don't Come Out The House,Metro Boomin,Rap/Hip Hop
I Love It,Kanye West,Rap/Hip Hop
Falling Down,Lil Peep,Rap/Hip Hop
Noticed,Lil Mosey,Rap/Hip Hop
I Like Me Better,Lauv,Pop
Psycho,Post Malone,Rap/Hip Hop
Sad!,XXXTENTACION,Pop
Bohemian Rhapsody,Queen,Films/Games
Take One,Kodak Black,Rap/Hip Hop
W O R K I N  M E,Quavo,
Mona Lisa,Lil Wayne,Rap/Hip Hop
Desperate Man,Eric Church,Country
Burn The House Down,AJR,Alternative
Big Bank,YG,Rap/Hip Hop
Love Scars 3,Trippie Redd,Rap/Hip Hop
Negative Energy,Trippie Redd,Rap/Hip Hop
