song,artist,genre
I Feel A Song/Don't Burn Down The Bridge,Gladys Knight,
Woman To Woman,Shirley Brown,R&B
"Hoppy, Gene And Me",Roy Rogers,Country
"Baby, Hang Up The Phone",Carl Graves,Pop
Midnight Sky,The Isley Brothers,R&B
Dancin' Fool,The Guess Who,Pop
Sha-La-La,Al Green,R&B
Let Me Start Tonite,Lamont Dozier,Pop
Chico And The Man,Jose Feliciano,Pop
Crazy Talk,Chilliwack,Rock
Costafine Town,Splinter,Rock
You Got The Love,Rufus,R&B
Dark Horse,George Harrison,Rock
When A Child Is Born,Michael Holm,
Day Tripper,Anne Murray,Singer & Songwriter
Do It,B.T. Express,Pop
I've Got The Music In Me,The Kiki Dee Band,
When Will I See You Again,The Three Degrees,R&B
I Can Help,Billy Swan,Country
One Tear,Eddie Kendricks,R&B
Wishing You Were Here,Chicago,Pop
Gee Baby,Peter Shelley,
"Ruby, Baby","Billy ""Crash"" Craddock",Country
Sunshine Part II,The O'Jays,
Sugar Pie Guy Pt. 1,The Joneses,
Must Of Got Lost,The J. Geils Band,Rock
Promised Land,Elvis Presley,Pop
Fairytale,The Pointer Sisters,Pop
Heartbreak Road,Bill Withers,Pop
"What A Man, My Man Is",Lynn Anderson,Country
She's Gone,Tavares,R&B
Ain't Too Proud To Beg,The Rolling Stones,Rock
Funky President/Coldblooded,James Brown,
My Melody Of Love,Bobby Vinton,
Philadelphia,B.B. King,Rock
You Ain't Seen Nothing Yet/Free Wheelin',Bachman-Turner Overdrive,
Let's Straighten It Out,Latimore,Rock
Don't Cha Love It,The Miracles,R&B
Longfellow Serenade,Neil Diamond,Pop
Ms. Grace,The Tymes,R&B
Words,Margie Joseph,R&B
Without Love,Aretha Franklin,R&B
"Whatever You Got, I Want",Jackson 5,R&B
Whatever Gets You Thru The Night,John Lennon,Rock
Back Home Again,John Denver,Pop
I Feel Sanctified,Commodores,Pop
I Wouldn't Treat A Dog,Bobby Bland,Rock
Dream On,The Righteous Brothers,Pop
Willie And The Hand Jive,Eric Clapton,Rock
Heavy Fallin' Out,The Stylistics,R&B
Everlasting Love,Carl Carlton,R&B
The Heartbreak Kid,Bo Donaldson,Pop
Christmas Dream,Perry Como,
Rockin' Soul,The Hues Corporation,R&B
The Need To Be,Jim Weatherly,Pop
You And I,Johnny Bristol,R&B
After The Goldrush,Prelude,
"Fire, Baby I'm On Fire",Andy Kim,Pop
Tin Man,America,Rock
My Main Man,The Staple Singers,Dance
Sexy Ida,Ike,Rock
Mine For Me,Rod Stewart,Pop
I'll Be Your Everything,Percy Sledge,Soul & Funk
So You Are A Star,The Hudson Brothers,
Touch Me,Fancy,Pop
Black Lassie (,Cheech,Films/Games
Play Something Sweet,Three Dog Night,Rock
Someday,Dave Loggins,Country
Shoe Shoe Shine,Dynamic Superiors,
Sunshine Roses,Gene Cotton,
Dreams Are Ten A Penny,The First Class,Pop
Life Is A Rock,Reunion,Pop
Love Don't Love Nobody - Pt. I,The Spinners,
Where Are All My Friends,Harold Melvin,R&B
People Gotta Move,Gino Vannelli,Pop
Jazzman,Carole King,Pop
Three Ring Circus,Blue Magic,Rock
Ride The Tiger,Jefferson Starship,Rock
Ask Me,Ecstasy,Rock
La La Peace Song,Al Wilson,R&B
The Bitch Is Back,Elton John,Pop
Nobody,The Doobie Brothers,Rock
Let This Be A Lesson To You,The Independents,Pop
The Black-Eyed Boys,Paper Lace,Rock
You Haven't Done Nothin,Stevie Wonder,Pop
Rock 'N' Roll,Terry Jacks,Rock
Mississippi Cotton Picking Delta Town,Charley Pride,Country
Carefree Highway,Gordon Lightfoot,Pop
You Can Have Her,Sam Neely,
California My Way,The Main Ingredient,R&B
Give Me A Reason To Be Gone,Maureen McGovern,
Evil Boll-weevil,Grand Canyon,
Early Morning Love,Sammy Johns,Country
Overnight Sensation,Raspberries,Rock
Do It Baby,The Miracles,R&B
U.S. Of A,Donna Fargo,Country
Then Came You,Dionne Warwicke,
Doraville,Atlanta Rhythm Section,Rock
Distant Lover,Marvin Gaye,Pop
Stop And Smell The Roses,Mac Davis,Country
In The Bottle,Brother To Brother,
Can't Get Enough,Bad Company,Rock
Love Me For A Reason,The Osmonds,Pop
Country Side Of Life,Wet Willie,Pop
Just One Look,Anne Murray,Singer & Songwriter
Steppin' Out,Tony Orlando,Pop
Feel Like Making Love,Bob James,Jazz
Sweet Home Alabama,Lynyrd Skynyrd,Pop
"Honey, Honey",ABBA,Pop
Easy Street,Edgar Winter Group,
I Can't Leave You Alone,George McCrae,Pop
Skin Tight,Ohio Players,R&B
She Called Me Baby,Charlie Rich,
Pretzel Logic,Steely Dan,Rock
Virgin Man,Smokey Robinson,Pop
Second Avenue,Garfunkel,Pop
Nothing From Nothing,Billy Preston,
You Little Trustmaker,The Tymes,R&B
Devotion,Earth,R&B
Loose Booty,Sly,Soul & Funk
Live It Up Part 1,The Isley Brothers,R&B
Don't Eat The Yellow Snow,Frank Zappa,Rock
Bring Back The Love Of Yesterday,The Dells,R&B
Candy's Going Bad,Golden Earring,Pop
Beach Baby,First Class,Pop
Travelin' Shoes,Elvin Bishop,Rock
La La Peace Song,O.C. Smith,Pop
Give It To The People,The Righteous Brothers,Rock
The Player - Part 1,First Choice,
Never My Love,Blue Swede,Pop
Battle Of New Orleans,The Nitty Gritty Dirt Band,
Earache My Eye,Cheech,Films/Games
Another Saturday Night,Cat Stevens,Folk
Straight Shootin' Woman,Steppenwolf,Rock
Don't Send Nobody Else,Ace Spectrum,
Clap For The Wolfman,The Guess Who,Rock
Blood Is Thicker Than Water,William DeVaughn,
Papa Don't Take No Mess,James Brown,R&B
Higher Plane,Kool,Pop
Kings Of The Party,Brownsville Station,Pop
One Day At A Time,Marilyn Sellars,Country
"I Wash My Hands Of The Whole Damn Deal, Part I",The New Birth,
Fallin' In Love,The Souther,Rock
I Love My Friend,Charlie Rich,Country
You And Me Against The World,Helen Reddy,Pop
Free Man In Paris,Joni Mitchell,Pop
Up For The Down Stroke,Parliament,R&B
Hang On In There Baby,Johnny Bristol,R&B
Rock Me Gently,Andy Kim,Pop
Second Avenue,Tim Moore,Pop
My Country,Jud Strunk,
James Dean,Eagles,Pop
I'm A Ramblin' Man,Waylon Jennings,Country
"Can't Get Enough Of Your Love, Babe",Barry White,R&B
I Shot The Sheriff,Eric Clapton,Rock
 Having My Baby,Paul Anka,Pop
Who Do You Think You Are,Bo Donaldson,Pop
Ain't Nothing Like The Real Thing,Aretha Franklin,Pop
I'm Leaving It Up To You,Donny,Pop
Let's Put It All Together,The Stylistics,R&B
Tell Her Love Has Felt The Need,Eddie Kendricks,Soul & Funk
Boogie Bands And One Night Stands,Kathy Dalton,
"Do It, Fluid",The Blackbyrds,R&B
Honey Honey,Sweet Dreams,Pop
It's Only Rock 'N Roll,The Rolling Stones,Rock
Surfin' U.S.A.,The Beach Boys,Rock
Tell Me Something Good,Rufus,R&B
Feel Like Makin' Love,Roberta Flack,Pop
The Night Chicago Died,Paper Lace,Pop
Wild Thing,Fancy,Pop
Wildwood Weed,Jim Stafford,Country
Delta Dirt,Larry Gatlin,Country
Rub It In,"Billy ""Crash"" Craddock",Country
Sideshow,Blue Magic,Pop
One Hell Of A Woman,Mac Davis,Country
It Could Have Been Me,Sami Jo,
I Saw A Man And He Danced With His Wife,Cher,Pop
Door To Your Heart,The Dramatics,R&B
City In The Sky,The Staple Singers,R&B
Please Come To Boston,Dave Loggins,Country
Call On Me,Chicago,Pop
Takin' Care Of Business,Bachman-Turner Overdrive,Rock
Don't Let The Sun Go Down On Me,Elton John,Pop
Midnight Flower,Four Tops,R&B
Keep On Smilin',Wet Willie,Pop
All Shook Up,Suzi Quatro,Rock
Waterloo,ABBA,Pop
Shinin' On,Grand Funk,Rock
Sugar Baby Love,The Rubettes,Pop
Don't Change Horses,Tower Of Power,Pop
Radar Love,Golden Earring,Pop
ANNIE's SONG,John Denver,Pop
Rock The Boat,The Hues Corporation,R&B
Please Don't Tell Me How The Story Ends,Ronnie Milsap,Country
Time For Livin',Sly,Soul & Funk
Ain't No Love In The Heart Of The City,Bobby Bland,Rock
Rock Your Baby,George McCrae,R&B
Sure As I'm Sittin' Here,Three Dog Night,Pop
You Can't Be A Beacon,Donna Fargo,Country
River's Risin',Edgar Winter,Pop
Rings,Lobo,Pop
Happiness Is Just Around The Bend,The Main Ingredient,R&B
Kung Fu,Curtis Mayfield,R&B
Rock And Roll Heaven,The Righteous Brothers,Pop
Eyes Of Silver,The Doobie Brothers,Rock
My Thang,James Brown,Dance
Wombling Summer Party,The Wombles,Kids
Rikki Don't Lose That Number,Steely Dan,Rock
On And On,Gladys Knight,R&B
You Got To Be The One,The Chi-lites,R&B
Don't Knock My Love,Diana Ross,
The Air That I Breathe,The Hollies,Rock
Machine Gun,Commodores,Pop
Most Likely You Go Your Way,Bob Dylan/The Band,Rock
Kalimba Story,Earth,R&B
Moonlight Special,Ray Stevens,Country
Put Out The Light,Joe Cocker,Rock
You Make Me Feel Brand New,The Stylistics,R&B
Travelin' Prayer,Billy Joel,Pop
My Love,Margie Joseph,R&B
Fish Ain't Bitin',Lamont Dozier,Pop
Secretary,Betty Wright,Rock
Finally Got Myself Together,The Impressions,Rock
If You Talk In Your Sleep,Elvis Presley,Pop
That's Not How It Goes,Bloodstone,Pop
Be Thankful For What You Got,William DeVaughn,R&B
You Turned My World Around,Frank Sinatra,Jazz
You Won't See Me,Anne Murray,Pop
Between Her Goodbye And My Hello,Gladys Knight,R&B
If You Love Me,Olivia Newton-John,Country
Hollywood Swinging,Kool,R&B
Walk On,Neil Young,Rock
Jive Turkey,Ohio Players,R&B
The Man That Turned My Mama On,Tanya Tucker,Country
Makin' The Best Of A Bad Situation,Dick Feller,Country
"Billy, Don't Be A Hero",Bo Donaldson,Pop
Come Monday,Jimmy Buffett,Country
Workin' At The Car Wash Blues,Jim Croce,Singer & Songwriter
Get Out Of Denver,Bob Seger,Rock
Captain Howdy,Simon Stokes,
It's Better To Have,Don Covay,R&B
Band On The Run,Paul McCartney,Pop
This Heart,Gene Redding,Pop
Room Full Of Roses,Mickey Gilley,Country
"You're Welcome, Stop On By",Bobby Womack,R&B
Dancing Machine,Jackson 5,R&B
Ballero,War,R&B
Already Gone,Eagles,Pop
Sundown,Gordon Lightfoot,Pop
I'm Coming Home,The Spinners,R&B
Old Home Filler-up An' Keep On-a-truckin' Cafe,C.W. McCall,Country
Funky Party,Clarence Reid,R&B
Midnight At The Oasis,Maria Muldaur,Pop
If You Wanna Get To Heaven,Ozark Mountain Daredevils,Rock
The Streak,Ray Stevens,Pop
Dance Master Pt. 1,Willie Henderson,
Train Of Thought,Cher,Rock
Rings,Reuben Howell,
Ma!,Lena Zavaroni,
La Grange,ZZ Top,Pop
Haven't Got Time For The Pain,Carly Simon,Pop
My Girl Bill,Jim Stafford,Country
Save The Last Dance For Me,The DeFranco Family,Pop
For The Love Of Money,The O'Jays,R&B
There Will Never Be Any Peace,The Chi-lites,R&B
You've Got My Soul On Fire,The Temptations,Pop
Love Is The Message,MFSB,
Good Things Don't Last Forever,Ecstasy,Rock
The Loco-Motion,Grand Funk,Rock
How Do You Feel The Morning After,Millie Jackson,
Help Me,Joni Mitchell,Pop
The Show Must Go On,Three Dog Night,Pop
I've Been Born Again,Johnnie Taylor,Pop
Rebel Rebel,David Bowie,Pop
I've Had It,Fanny,Rock
Air Disaster,Albert Hammond,Pop
Tell Me That I'm Wrong,Blood,Rock
Worse Comes To Worst,Billy Joel,Rock
American Girls,Rick Springfield,
Don't You Worry 'Bout A Thing,Stevie Wonder,Pop
Too Late,Tavares,R&B
I'm The Leader Of The Gang,Brownsville Station,Pop
What Goes Up,Tyrone Davis,
What's Your Name,Andy,
I Wish It Was Me You Loved,The Dells,R&B
The Entertainer,"Marvin Hamlisch/""The Sting""",Films/Games
Oh Very Young,Cat Stevens,Pop
When The Morning Comes,Hoyt Axton,Country
Wildflower,The New Birth,
That Song Is Driving Me Crazy,Tom T. Hall,Country
The Same Love That Made Me Laugh,Bill Withers,Pop
If You Go Away,Terry Jacks,Rock
Mr. President,Dickie Goodman,Films/Games
Silly Milly,Blue Swede,Rock
I'm Falling In Love With You,Little Anthony,R&B
Wake Up And Love Me,April,
I Won't Last A Day Without You,Carpenters,Pop
Son Of Sagittarius,Eddie Kendricks,Soul & Funk
TSOP,MFSB,
Living In The U.s.a.,The Steve Miller Band,Pop
I'm In Love,Aretha Franklin,Pop
King Of Nothing,Seals,Pop
I Hate Hate,Razzy,Country
Lamplight,David Essex,Pop
Sho Nuff Boogie,Sylvia,R&B
Georgia Porcupine,George Fischoff,
Tell Laura I Love Her,Johnny T. Angel,
 Searchin' So Long,Chicago,Rock
"Another Park, Another Sunday",The Doobie Brothers,Rock
One Chain Don't Make No Prison,Four Tops,R&B
Can You Handle It?,Graham Central Station,Pop
Star Baby,The Guess Who,Pop
The Lone Ranger,Oscar Brown Jr.,R&B
Wonderful,Isaac Hayes,R&B
Kissin' Time,KISS,Rock
Fox Hunt,Herb Alpert,Jazz
Who Are You,B.B. King,Rock
It's Her Turn To Live,Smokey Robinson,R&B
Just Don't Want To Be Lonely,The Main Ingredient,R&B
Bennie And The Jets,Elton John,Rock
Come And Get Your Love,Redbone,Rock
Mighty Mighty,Earth,Country
The Payback - Part I,James Brown,R&B
No Charge,Melba Montgomery,Christian
Rock Around The Clock,Bill Haley,Rock
Rhapsody In White,Love Unlimited Orchestra,R&B
The Golden Age Of Rock 'n' Roll,Mott The Hoople,Pop
Best Thing That Ever Happened To Me,Gladys Knight,R&B
Let's Get Married,Al Green,R&B
I Don't See Me In Your Eyes Anymore,Charlie Rich,Country
Oh My My,Ringo Starr,Rock
Tubular Bells,Mike Oldfield,Rock
My Mistake,Diana Ross,
Hooked On A Feeling,Blue Swede,Rock
Daybreak,Nilsson,Rock
Satisfaction Guaranteed,Harold Melvin,R&B
Help Yourself,The Undisputed Truth,Pop
Sleepin',Diana Ross,Pop
 YoYo Man,Rick Cunha,
Dancin',Flash Cadillac,Rock
Let It Ride,Bachman-Turner Overdrive,Rock
Keep On Singing,Helen Reddy,Pop
I'll Have To Say I Love You In A Song,Jim Croce,Singer & Songwriter
Chameleon,Herbie Hancock,Jazz
Time Will Tell,Tower Of Power,Pop
Seasons In The Sun,Terry Jacks,Rock
Teen Angel,Wednesday,Pop
Scratch,The Crusaders,Jazz
Daybreaker,Electric Light Orchestra,Rock
 Rite Away,Dr. John,Rock
Love That Really Counts,Natural Four,R&B
Lookin' For A Love,Bobby Womack,R&B
Sunshine On My Shoulders,John Denver,Rock
Standing At The End Of The Line,Lobo,Rock
A Very Special Love Song,Charlie Rich,Country
Outside Woman,Bloodstone,Rock
Piano Man,Billy Joel,Pop
Teenage Love Affair,Rick Derringer,Rock
Something,Johnny Rodriguez,Country
After Midnight,Maggie Bell,
The Lord's Prayer,Sister Janet Mead,
I'm A Train,Albert Hammond,
"Touch A Hand, Make A Friend",The Staple Singers,R&B
Thanks For Saving My Life,Billy Paul,R&B
Mockingbird,Carly Simon,Pop
Keep It In The Family,Leon Haywood,
Werewolf,Five Man Electrical Band,Rock
Silver Threads And Golden Needles,Linda Ronstadt,Pop
Who Is He And What Is He To You,Creative Source,R&B
If I Were A Carpenter...,Leon Russell,Country
Under The Influence Of Love,Love Unlimited,R&B
"Bad, Bad Leroy Brown",Frank Sinatra,Pop
Jet,Paul McCartney,Pop
Heavenly,The Temptations,Pop
Tell Me A Lie,Sami Jo,
Dance With The Devil,Cozy Powell,Rock
I Am What I Am,Lois Fletcher,
A Dream Goes On Forever,Todd Rundgren,Pop
Billy - Don't Be A Hero,Paper Lace,Pop
Eres Tu,Mocedades,Pop
Dark Lady,Cher,Rock
Mighty Love - Pt. 1,The Spinners,
Jungle Boogie,Kool,Pop
Boogie Down,Eddie Kendricks,R&B
Summer Breeze,The Isley Brothers,R&B
There Won't Be Anymore,Charlie Rich,Country
Touch And Go,Al Wilson,
Happiness Is Me And You,Gilbert O'Sullivan,Pop
The Way We Were,Barbra Streisand,Pop
Rock On,David Essex,Pop
Love's Theme,Love Unlimited Orchestra,Pop
I've Got A Thing About You Baby/Take Good Care Of Her,Elvis Presley,
Once You Understand,Think,
All In Love Is Fair,Barbra Streisand,Pop
Power Of Love,Martha Reeves,Pop
It Only Hurts When I Try To Smile,Dawn,Pop
Put A Little Love Away,The Emotions,R&B
"If It Feels Good, Do It",Ian Lloyd,Pop
Loving You,Johnny Nash,
Trying To Hold On To My Woman,Lamont Dozier,Pop
"Rock And Roll, Hoochie Koo",Rick Derringer,Rock
Would You Lay With Me,Tanya Tucker,Country
Unborn Child,Seals,Pop
Pepper Box,The Peppers,
Loving Arms,Kris Kristofferson,Country
Beyond The Blue Horizon,Lou Christie,Films/Games
Until You Come Back To Me,Aretha Franklin,R&B
My Sweet Lady,Cliff DeYoung,
I'll Be The Other Woman,The Soul Children,Pop
Spiders & Snakes,Jim Stafford,Country
Your Cash Ain't Nothin' But Trash,The Steve Miller Band,
Must Be Love,The James Gang,Rock
Virginia,Bill Amesbury,Pop
So Good,The Eleventh Hour,
Might Just Take Your Life,Deep Purple,Pop
Sexy Mama,Moments,R&B
"Honey Please, Can't Ya See",Barry White,R&B
Put Your Hands Together,The O'Jays,R&B
Love Song,Anne Murray,Pop
Last Time I Saw Him,Diana Ross,R&B
Star,Stealers Wheel,Rock
Goin' Down Slow,"Bobby ""Blue"" Bland",Rock
Watching The River Run,Loggins,Rock
Skybird,Neil Diamond,Films/Games
Best Thing That Ever Happened To Me,The Persuaders,R&B
WOLD,Harry Chapin,Pop
We're Getting Careless With Our Love,Johnnie Taylor,R&B
On A Night Like This,Bob Dylan,Rock
Homely Girl,The Chi-lites,
I Wish It Was Me,Tyrone Davis,
She,Southcote,Pop
Music Eyes,Heartsfield,Country
I Love,Tom T. Hall,Kids
I Like To Live The Love,B.B. King,Rock
You're Sixteen,Ringo Starr,Pop
Let Me Be There,Olivia Newton-John,Pop
Energy Crisis '74,Dickie Goodman,Films/Games
It's Been A Long Time,The New Birth,R&B
Last Kiss,Wednesday,Pop
Americans,Byron MacGregor,
Doo Doo Doo Doo Doo,The Rolling Stones,Rock
Mr. Natural,Bee Gees,Pop
Show And Tell,Al Wilson,R&B
Abra-Ca-Dabra,The De Franco Family,
Life Is A Song Worth Singing,Johnny Mathis,R&B
Jolene,Dolly Parton,Country
I Just Can't Get You Out Of My Mind,Four Tops,Pop
Houston,Glen Campbell,Country
That's The Sound That Lonely Makes,Tavares,R&B
"Quick, Fast, In A Hurry",New York City,R&B
There's Got To Be Rain In Your Life,Dorothy Norwood,Christian
The Crude Oil Blues,Jerry Reed,Country
Midnight Rider,Gregg Allman,Rock
I've Got To Use My Imagination,Gladys Knight,R&B
Jim Dandy,Black Oak Arkansas,Rock
Can This Be Real,Natural Four,R&B
In The Mood,Bette Midler,Pop
What It Comes Down To,The Isley Brothers,R&B
Stop To Start,Blue Magic,Rock
Get That Gasoline Blues,NRBQ,
Newsy Neighbors,First Choice,R&B
The Joker,The Steve Miller Band,
Smokin' In The Boy's Room,Brownsville Station,Rock
Living For The City,Stevie Wonder,Pop
Baby Come Close,Smokey Robinson,R&B
You Sure Love To Ball,Marvin Gaye,Pop
I Miss You,The Dells,Pop
What Is Hip?,Tower Of Power,Pop
A Mother For My Children,The Whispers,R&B
Try,Cooker,Folk
"Never, Never Gonna Give Ya Up",Barry White,R&B
Daddy What If,Bobby Bare,Folk
The Most Beautiful Girl,Charlie Rich,Country
Time In A Bottle,Jim Croce,Singer & Songwriter
The Americans,Gordon Sinclair,
You're So Unique,Billy Preston,R&B
I Shall Sing,Garfunkel,Pop
Jessica,The Allman Brothers Band,Rock
Let Me Get To Know You,Paul Anka,Pop
The Americans,Tex Ritter,Country
"""Joy"" Pt. I",Isaac Hayes,R&B
Livin' For You,Al Green,R&B
Leave Me Alone,Helen Reddy,Pop
Me And Baby Brother,War,R&B
Goodbye Yellow Brick Road,Elton John,Rock
Helen Wheels,Paul McCartney,Rock
Rockin' Roll Baby,The Stylistics,R&B
Let Your Hair Down,The Temptations,Pop
Hello It's Me,Todd Rundgren,Pop
Top Of The World,Carpenters,Pop
Teenage Lament '74,Alice Cooper,Rock
When I Fall In Love/Are You Lonesome Tonight,Donny Osmond,
The Real Me,The Who,Films/Games
Walk Like A Man,Grand Funk,Rock
Sister Mary Elephant,Cheech,Films/Games
If You're Ready,The Staple Singers,Dance
This Time I'm Gone For Good,"Bobby ""Blue"" Bland",Rock
Love Has No Pride,Linda Ronstadt,Pop
Raised On Robbery,Joni Mitchell,Pop
Wang Dang Doodle,The Pointer Sisters,R&B
Stoned To The Bone - Part 1,James Brown,
Flashback,The 5th Dimension,Pop
If We Make It Through December,Merle Haggard,Country
MIND GAMES,John Lennon,Rock
Just You 'n' Me,Chicago,Pop
"One Tin Soldier, The Legend of Billy Jack",Coven,
D'yer Mak'er,Led Zeppelin,Rock
American Tune,Paul Simon,Pop
 Anywhere,Ashford,Pop
Meadows,Joe Walsh,Rock
My Music,Loggins,Pop
Painted Ladies,Ian Thomas,Alternative
A Fool Such As I,Bob Dylan,Rock
Keep Your Head To The Sky,Earth,R&B
Who's In The Strawberry Patch With Sally,Tony Orlando,Pop
The Love I Lost,Harold Melvin,
It Doesn't Have To Be That Way,Jim Croce,Singer & Songwriter
I Got A Name,Jim Croce,Rock
Come Get To This,Marvin Gaye,Pop
Hangin' Around,Edgar Winter Group,
This Is Your Song,Don Goodwin,Pop
Can't Say Nothin',Curtis Mayfield,R&B
I Can't Stand The Rain,Ann Peebles,R&B
Photograph,Ringo Starr,Pop
Tell Her She's Lovely,El Chicano,Rock
I Wanna Know Your Name,The Intruders,R&B
A Song I'd Like To Sing,Kris Kristofferson,Country
Space Race,Billy Preston,R&B
Last Kiss,J. Frank Wilson,Rock
I Found Sunshine,The Chi-lites,R&B
"Please, Daddy",John Denver,
The River Of Love,B.W. Stevenson,
Let Me Try Again,Frank Sinatra,Jazz
Let Me Serenade You,Three Dog Night,Rock
Some Guys Have All The Luck,The Persuaders,Pop
Somewhere Between Love And Tomorrow,Roy Clark,Country
Midnight Train To Georgia,Gladys Knight,R&B
Smarty Pants,First Choice,Pop
Ain't Got No Home,The Band,Rock
Blue Collar,Bachman-Turner Overdrive,Pop
Will You Love Me Tomorrow?,Melanie,Pop
"It May Be Winter Outside,",Love Unlimited,Pop
Could You Ever Love Me Again,Gary,Pop
Heartbeat - It's A Lovebeat,The DeFranco Family,
Keep On Truckin',Eddie Kendricks,R&B
Paper Roses,Marie Osmond,Pop
Corazón,Carole King,Pop
River,Joe Simon,R&B
"Love, Reign O'er Me",The Who,Rock
My Old School,Steely Dan,Pop
Big Time Operator,Keith Hampshire,
Half A Million Miles From Home,Albert Hammond,
Fell For You,The Dramatics,R&B
You're A Special Part Of Me,Diana Ross,
Cheaper To Keep Her,Johnnie Taylor,R&B
Why Me,Kris Kristofferson,Country
Angie,The Rolling Stones,Rock
Be,Neil Diamond,Pop
Pretty Lady,Lighthouse,Rock
Come Live With Me,Ray Charles,R&B
I'm A Rocker,Raspberries,Pop
Knockin' On Heaven's Door,Bob Dylan,Rock
All I Know,Garfunkel,Pop
Nutbush City Limits,Ike,R&B
Half-Breed,Cher,Rock
Ooh Baby,Gilbert O'Sullivan,Pop
Never Let You Go,Bloodstone,Pop
Mammy Blue,Stories,Pop
Love Me For What I Am/there Ain't No Way,Lobo,
We May Never Pass This Way,Seals,Pop
Ramblin Man,The Allman Brothers Band,Rock
Sweet Understanding Love,Four Tops,
Check It Out,Tavares,R&B
"""Having A Party"" Medley",The Ovations (Featuring Louis Williams),R&B
Country Sunshine,Dottie West,Country
Sail Around The World,David Gates,Pop
It's All Over,The Independents,Pop
"I Don't Know What It Is, But It Sure Is Funky",Ripple,R&B
Little Girl Gone,Donna Fargo,Country
Yes We Can Can,The Pointer Sisters,
Friends/chapel Of Love,Bette Midler,
There Ain't No Way,Lobo,Rock
Oh! No Not My Baby,Rod Stewart,Pop
Rock 'N Roll,Kevin Johnson,
Frisky,Sly,Soul & Funk
Redneck Friend,Jackson Browne,Rock
Back For A Taste Of Your Love,Syl Johnson,R&B
That Lady,The Isley Brothers,R&B
Summer,Bobby Goldsboro,Rock
Hurts So Good,Millie Jackson,R&B
Get It Together,Jackson 5,R&B
My Pretending Days Are Over,The Dells,R&B
Funky Stuff,Kool,R&B
I'm Coming Home,Johnny Mathis,Pop
Vado Via,Drupi,Latin Music
Stealin',Uriah Heep,Rock
Let's Get It On,Marvin Gaye,Pop
Higher Ground,Stevie Wonder,Pop
Loves Me Like A Rock,Paul Simon (with The Dixie Hummingbirds),
We're An American Band,Grand Funk,Rock
Ecstasy,Ohio Players,R&B
Basketball Jones,Cheech,Films/Games
Free Ride,Edgar Winter Group,
Jesse,Roberta Flack,Pop
Rocky Mountain Way,Joe Walsh,Rock
Raised On Rock/For Ol' Times Sake,Elvis Presley,
You're In Good Hands,Jermaine Jackson,R&B
My Maria,B.W. Stevenson,Rock
China Grove,The Doobie Brothers,Rock
You've Never Been This Far Before,Conway Twitty,Country
Let Me In,The Osmonds,Pop
Let Me Be Your Lovemaker,Betty Wright,Rock
If I Were Only A Child Again,Curtis Mayfield,R&B
Such A Night,Dr. John,Rock
Sister James,Nino Tempo,
Life Ain't Easy,Dr. Hook,Pop
Gotta Find A Way,Moments,R&B
You'd Better Believe It,The Manhattans,Pop
I Won't Last A Day Without You,Maureen McGovern,
Delta Dawn,Helen Reddy,Pop
In The Midnight Hour,Cross Country,Country
 You Got Me Anyway,Sutherland Brothers,
To Know You Is To Love You,B.B. King,Rock
Outlaw Man,Eagles,Pop
Rubber Bullets,10cc,Rock
Roll In My Sweet Baby's Arms/I'm So Lonesome I Could Cry,Hank Wilson,
"Hey, Little Girl",Foster Sylvers,R&B
"Say, Has Anybody Seen My Sweet Gypsy Rose",Dawn,Pop
Jimmy Loves Mary-Anne,Looking Glass,Pop
Stoned Out Of My Mind,The Chi-lites,
Ashes To Ashes,The 5th Dimension,Pop
Hey Girl,The Temptations,R&B
Ridin' My Thumb To Mexico,Johnny Rodriguez,Country
West Coast Woman,Painter,Rock
Take A Closer Look At The Woman You're With,Wilson Pickett,R&B
Mr. Skin,Spirit,Rock
Brother Louie,Stories,Rock
Touch Me In The Morning,Diana Ross,R&B
Theme From Cleopatra Jones,Joe Simon,R&B
Saturday Night's Alright For Fighting,Elton John,Rock
If You Want Me To Stay,Sly,Soul & Funk
Woman From Tokyo,Deep Purple,Rock
This Time It's Real,Tower Of Power,Pop
Everybody's Had The Blues,Merle Haggard,Country
You're The Best Thing That Ever Happened To Me,Ray Price,Country
Blood Red And Goin' Down,Tanya Tucker,Country
Slippin' Away,Jean Shepard,Country
Kid Stuff,Barbara Fairchild,Country
Gypsy Man,War,R&B
Here I Am Come & Take Me,Al Green,R&B
I've Got So Much To Give,Barry White,R&B
Rhapsody In Blue,Deodato,Jazz
Loving Arms,Dobie Gray,Pop
Evil,Earth,R&B
Love Is All,Engelbert Humperdinck,Pop
Farewell Andromeda,John Denver,Country
Tonight,Raspberries,Rock
Live And Let Die,Wings,Rock
I Believe In You,Johnnie Taylor,Pop
"Sexy, Sexy, Sexy",James Brown,
Ghetto Child,The Spinners,R&B
Feelin' Stronger Every Day,Chicago,Pop
Muskrat Love,America,Rock
He,Today's People,Pop
Make Me Twice The Man,New York City,R&B
Get Down,Gilbert O'Sullivan,Pop
Sweet Harmony,Smokey Robinson,R&B
The Morning After,Maureen McGovern,
The Last Thing On My Mind,Neil Diamond,Pop
Angel,Aretha Franklin,R&B
Freedom For The Stallion,The Hues Corporation,R&B
Send A Little Love My Way,Anne Murray,Singer & Songwriter
Parrty - Part I,Maceo,
That's Why You Remember,Kenny Karen,
As Time Goes By,Nilsson,Pop
