genre,Pop,Rock,Country,R&B,Rap/Hip Hop,Alternative,Dance,Electro,Films/Games,Latin Music,Christian,Reggae,Jazz,Folk,Metal,Singer & Songwriter,Reggaeton,Asian Music,Disco,Traditional Mexicano,Classical,Kids
Reggae,-0.23627449023163205,-0.03189967483398466,0.08444168437386387,0.4815504784273019,0.23155230347566014,0.0673907700662887,0.44461583172852814,0.47349332205308786,-0.10068738426130813,0.1375218323471721,0.43359341906448456,1.0,0.4004275534915327,0.11645508724160468,0.1964749252810726,0.1450307014740668,-0.03263061452254498,-0.07482002712975895,0.4349084324681673,-0.07084134498539536,0.08443658960639842,0.036068231061369
Jazz,-0.1916457603895103,-0.00446180944356616,-0.1603447062021195,0.5173933742927277,0.15646019684140783,0.02989886129093679,0.8267863818717299,0.741341018683805,-0.08315033091250484,-0.07260800774928541,0.5454197194656356,0.4004275534915327,1.0,0.35327584217208036,0.13836651086299218,-0.12042034296129099,-0.07633951183127367,-0.06545197762843155,0.28004136983865496,-0.06449448095302034,0.07118434425878017,0.35786603516234594
Folk,-0.09133639686299677,0.0035056684543699986,-0.1158862516470529,0.2770692083368152,0.08944489835901917,0.048946658562303146,0.3674631867189309,0.34930961382783654,-0.056588151199106526,-0.07182008339787098,0.032728474462050336,0.11645508724160468,0.35327584217208036,1.0,0.04123484532264383,-0.07977657976069012,-0.04777319441852049,-0.04262736804666556,0.10578238042770603,-0.04036058527987576,0.05888557103505009,-0.05250613800971105
Metal,-0.11768649426342588,-0.0033123490944364535,0.04047751260662838,0.24007485202181753,0.05017083872822878,0.07345137040568404,0.2924048431176132,0.1958989559291662,-0.055472726010763786,0.16472854011928065,0.18722503882619554,0.1964749252810726,0.13836651086299218,0.04123484532264383,1.0,0.33555410239285327,-0.052333166066121276,-0.04669616838691001,0.3657910435776597,-0.04421302024464878,0.5836204871750675,-0.05751787112832532
Singer & Songwriter,-0.1708558322361474,-0.051102663052283136,0.4012307800424106,0.1789847892494733,0.07338102796794409,0.1370033187656208,-0.1148186469560666,0.0034344317467305593,-0.05958809134097589,0.26304342244063883,0.10700994360579227,0.1450307014740668,-0.12042034296129099,-0.07977657976069012,0.33555410239285327,1.0,-0.04977908690635777,-0.03576224643652848,-0.05762446692192237,0.4754758396539013,-0.042055238438472836,-0.027220507741853774
Reggaeton,-0.12366978266030387,-0.020184180312745093,0.2642881740402236,0.02887833009311808,0.0810297414869704,0.1656751074908108,-0.08712364374665155,0.005220506587095118,-0.025560886275036335,0.04944216789179795,0.13759606890400133,-0.03263061452254498,-0.07633951183127367,-0.04777319441852049,-0.052333166066121276,-0.04977908690635777,1.0,-0.026598676766409243,-0.03450768220175181,-0.02518424690887023,-0.025184246908870212,-0.03276284361830368
Asian Music,-0.09432698018274017,-0.035676461229588854,-0.052583681900582595,0.22013624305164517,0.2486656791827562,0.0051171765547563,0.051710782488375844,0.35629168180697535,-0.02261052731857577,0.08639418612938911,0.109210136724701,-0.07482002712975895,-0.06545197762843155,-0.04262736804666556,-0.04669616838691001,-0.03576224643652848,-0.026598676766409243,1.0,-0.030790732911115212,-0.022471559103996747,-0.022471559103996765,-0.029233837305033834
Disco,-0.11863942118187826,-0.04079310991093064,-0.06287500190914544,0.34949061898839895,0.1893865616232106,0.033670087071836226,0.316141337229786,0.05844919248731336,-0.03668139105792138,0.3549991786468308,0.25146192186012983,0.4349084324681673,0.28004136983865496,0.10578238042770603,0.3657910435776597,-0.05762446692192237,-0.03450768220175181,-0.030790732911115212,1.0,-0.029153383341155026,-0.029153383341155015,-0.03792639671962181
Traditional Mexicano,-0.08982552897165827,-0.008636561530274773,0.1719350020533875,0.1062647556140717,0.043222463315868175,0.025637231085441234,-0.06207325890903411,-0.023566809258898425,-0.031238418927114354,0.5053976174499312,-0.06671568999865016,-0.07084134498539536,-0.06449448095302034,-0.04036058527987576,-0.04421302024464878,0.4754758396539013,-0.02518424690887023,-0.022471559103996747,-0.029153383341155026,1.0,-0.02127659574468084,-0.027679278305809605
Classical,-0.009560869053028036,0.061657038474986055,-0.10004365964864957,0.012503578483515493,-0.041080775754576436,-0.028956527409753668,0.19608982754467455,0.06078842615626621,-0.028554237262992478,-0.06124320405218097,-0.06671568999865014,0.08443658960639842,0.07118434425878017,0.05888557103505009,0.5836204871750675,-0.042055238438472836,-0.025184246908870212,-0.022471559103996765,-0.029153383341155015,-0.02127659574468084,1.0,-0.02767927830580961
Kids,-0.08854590493551594,0.035787502647446394,0.006496155036309409,0.10763649461113767,0.0183128458776507,0.05507935801669901,0.1845684945207059,0.2779705615204531,-0.03988158062446915,-0.022610453177922218,0.49672570895899626,0.036068231061369,0.35786603516234594,-0.05250613800971105,-0.05751787112832532,-0.027220507741853774,-0.03276284361830368,-0.029233837305033834,-0.03792639671962181,-0.027679278305809605,-0.02767927830580961,1.0
